epoch,step,train_loss
111,3583,1.150047779083252
112,3615,1.1593549251556396
113,3647,1.2228142023086548
114,3679,1.2016479969024658
115,3711,1.2490885257720947
116,3743,1.1758366823196411
117,3775,1.1645169258117676
118,3807,1.091750979423523
119,3839,1.0301663875579834
120,3871,0.9967490434646606
121,3903,1.0293550491333008
122,3935,0.9910756349563599
123,3967,0.9781597852706909
124,3999,1.0182005167007446
125,4031,1.0085575580596924
126,4063,0.9878414869308472
127,4095,0.9286023378372192
128,4127,0.8975552320480347
129,4159,0.9040458798408508
130,4191,0.9083504676818848
131,4223,0.8524289727210999
132,4255,0.846663236618042
133,4287,0.8363181948661804
134,4319,0.8137804865837097
135,4351,0.8161435723304749
136,4383,0.7693936824798584
137,4415,0.8448247313499451
138,4447,0.7736280560493469
139,4479,0.7680053114891052
140,4511,0.8148252964019775
141,4543,0.7926318645477295
142,4575,0.804495096206665
143,4607,0.728171706199646
144,4639,0.7531992197036743
145,4671,0.7527432441711426
146,4703,0.7411256432533264
147,4735,0.7011067271232605
148,4767,0.7777877449989319
149,4799,0.7429460883140564
150,4831,0.699756383895874
151,4863,0.7211556434631348
152,4895,0.6847975850105286
153,4927,0.7243964672088623
154,4959,0.6223234534263611
155,4991,0.6341009140014648
156,5023,0.6378527879714966
157,5055,0.6045542359352112
158,5087,0.5738566517829895
159,5119,0.5580291748046875
160,5151,0.5422056317329407
161,5183,0.5314611196517944
162,5215,0.5788361430168152
163,5247,0.612425684928894
164,5279,0.5628060698509216
165,5311,0.5598311424255371
166,5343,0.5417409539222717
167,5375,0.513599693775177
168,5407,0.5112179517745972
169,5439,0.49054181575775146
170,5471,0.5451974868774414
171,5503,0.6276750564575195
172,5535,0.6269286870956421
173,5567,0.5246714353561401
174,5599,0.512162446975708
175,5631,0.48712220788002014
176,5663,0.49336859583854675
177,5695,0.49899712204933167
178,5727,0.5555245876312256
179,5759,0.5427725315093994
180,5791,0.49313580989837646
181,5823,0.4597300887107849
182,5855,0.46298763155937195
183,5887,0.4656074643135071
184,5919,0.4408007562160492
185,5951,0.4476650655269623
186,5983,0.43557876348495483
187,6015,0.44212624430656433
188,6047,0.49426254630088806
189,6079,0.5711296200752258
190,6111,0.493682324886322
191,6143,0.4799455404281616
192,6175,0.46533727645874023
193,6207,0.46568384766578674
194,6239,0.4324782192707062
195,6271,0.40522557497024536
196,6303,0.35005345940589905
197,6335,0.39672255516052246
198,6367,0.36114856600761414
199,6399,0.3959931433200836
200,6431,0.4051417410373688
201,6463,0.3329158425331116
202,6495,0.3424406051635742
203,6527,0.44357022643089294
204,6559,0.5127506852149963
205,6591,0.42452993988990784
206,6623,0.4004060626029968
207,6655,0.419630765914917
208,6687,0.3308808505535126
209,6719,0.3842402994632721
210,6751,0.4196683466434479
211,6783,0.3792468309402466
212,6815,0.3660178780555725
213,6847,0.36575230956077576
214,6879,0.35557451844215393
215,6911,0.38117101788520813
216,6943,0.33273324370384216
